movie_name,ost_name,artist,year,mvdir,mvact,gerne,valence,acousticness,danceability,energy,loudness,tempo
What Women Want,I've Got You Under My Skin,Frank Sinatra,2000,낸시 마이어스,"멜 깁슨, 헬렌 헌트","멜로/로맨스, 코미디",0.686,0.624,0.537,0.545,-10.721,134.205
What Women Want,Everything About You,Alan Silvestri,2000,낸시 마이어스,"멜 깁슨, 헬렌 헌트","멜로/로맨스, 코미디",emt,emt,emt,emt,emt,emt
Where The Heart Is,That's The Beat Of A Heart,Warren Brothers,2000,맷 윌리암스,"나탈리 포트만, 애슐리 쥬드","드라마, 멜로/로맨스, 코미디",emt,emt,emt,emt,emt,emt
Where The Heart Is,Completely,Jennifer Day,2000,맷 윌리암스,"나탈리 포트만, 애슐리 쥬드","드라마, 멜로/로맨스, 코미디",0.143,0.799,0.497,0.276,-9.457,138.113
Wonder Boys,Things Have Changed,Bob Dylan,2000,커티스 핸슨,"마이클 더글라스, 토비 맥과이어, 프란시스 맥도맨드, 케이티 홈즈, 립 톤, 로버트 다우니 주니어","드라마, 코미디",0.913,0.135,0.71,0.901,-7.317,126.602
10 Things I Hate About You,I Want You To Want Me,Letters To Cleo,1999,길 정거,"줄리아 스타일스, 히스 레저, 조셉 고든 레빗, 라리사 올레이닉, 래리 밀러, 앤드류 키건, 데이빗 크럼홀츠, 수잔 메이 플랫, 다릴 밋첼, 앨리슨 제니","코미디, 멜로/로맨스",0.624,0.0189,0.489,0.755,-5.092,104.239
American Beauty,Because,Elliott Smith,1999,샘 멘데스,"케빈 스페이시, 아네트 베닝, 도라 버치, 웨스 벤틀리, 미나 수바리, 피터 갤러거, 앨리슨 제니","드라마, 코미디",0.135,0.737,0.355,0.152,-14.503,81.451
American Beauty,Dead Already,Thomas Newman,1999,샘 멘데스,"케빈 스페이시, 아네트 베닝, 도라 버치, 웨스 벤틀리, 미나 수바리, 피터 갤러거, 앨리슨 제니","드라마, 코미디",0.239,0.811,0.813,0.331,-11.152,128.003
American Pie,Stranger By The Day,Shades Apart,1999,폴 웨이츠,"제이슨 빅스, 섀넌 엘리자베스, 앨리슨 해니건, 크리스 클라인, 나타샤 리온, 토마스 이안 니콜라스, 타라 레이드, 숀 윌리엄 스코트, 미나 수바리, 에디 케이 토마스, 유진 레비",코미디,0.931,0.00714,0.455,0.886,-5.498,198.336
American Pie,New Girl,Third Eye Blind,1999,폴 웨이츠,"제이슨 빅스, 섀넌 엘리자베스, 앨리슨 해니건, 크리스 클라인, 나타샤 리온, 토마스 이안 니콜라스, 타라 레이드, 숀 윌리엄 스코트, 미나 수바리, 에디 케이 토마스, 유진 레비",코미디,0.895,0.00109,0.451,0.865,-6.86,182.739
Anna And The King,How Can I Not Love You,Joy Enriquez,1999,앤디 테넌트,"조디 포스터, 주윤발","멜로/로맨스, 드라마",0.147,0.704,0.336,0.378,-7.967,170.722
Any Given Sunday,Shut 'Em Down,LL Cool J,1999,올리버 스톤,"알 파치노, 카메론 디아즈, 데니스 퀘이드, 제임스 우즈, 제이미 폭스, LL 쿨 J, 매튜 모딘, 짐 브라운, 찰톤 헤스톤, 앤 마그렛, 아론 에크하트, 존 C. 맥긴리, 로렌 홀리, 레라 로천, 로렌스 테일러",드라마,0.385,0.127,0.459,0.866,-5.549,150.301
Any Given Sunday,Be A Man,Hole,1999,올리버 스톤,"알 파치노, 카메론 디아즈, 데니스 퀘이드, 제임스 우즈, 제이미 폭스, LL 쿨 J, 매튜 모딘, 짐 브라운, 찰톤 헤스톤, 앤 마그렛, 아론 에크하트, 존 C. 맥긴리, 로렌 홀리, 레라 로천, 로렌스 테일러",드라마,0.221,0.00136,0.45,0.99,-3.127,146.915
Any Given Sunday,Who You Gonna Call,Missy Elliott,1999,올리버 스톤,"알 파치노, 카메론 디아즈, 데니스 퀘이드, 제임스 우즈, 제이미 폭스, LL 쿨 J, 매튜 모딘, 짐 브라운, 찰톤 헤스톤, 앤 마그렛, 아론 에크하트, 존 C. 맥긴리, 로렌 홀리, 레라 로천, 로렌스 테일러",드라마,0.669,0.163,0.797,0.63,-4.537,102.044
Austin Powers: The Spy Who Shagged Me,Beautiful Strangers,Madonna,1999,제이 로치,마이크 마이어스,"코미디, SF",0.286,0.122,0.52,0.756,-3.909,122.448
Austin Powers: The Spy Who Shagged Me,American Woman,Lenny Kravitz,1999,제이 로치,마이크 마이어스,"코미디, SF",0.605,0.0212,0.649,0.709,-7.989,83.975
The Best Man,The Best Man I Can Be,"Case, Ginuwine, RL & Tyrese",1999,말콤 D. 리,"타이 딕슨, 니아 롱","드라마, 멜로/로맨스",0.305,0.516,0.662,0.535,-7.715,111.862
The Best Man,Let's Not Play The Game,Maxwell,1999,말콤 D. 리,"타이 딕슨, 니아 롱","드라마, 멜로/로맨스",0.71,0.0465,0.8,0.566,-9.826,97.096
The Best Man,After All Is Said And Done,Beyonce,1999,말콤 D. 리,"타이 딕슨, 니아 롱","드라마, 멜로/로맨스",0.189,0.418,0.597,0.416,-8.16,72.987
Bicentennial Man,Then You Look At Me,Celine Dion,1999,크리스 콜럼버스,로빈 윌리엄스,"SF, 드라마",emt,emt,emt,emt,emt,emt
Big Daddy,Sweet Child O' Mine,Sheryl Crow,1999,데니스 듀간,"아담 샌들러, 조이 로렌 아담스, 레슬리 만",코미디,0.659,0.0867,0.592,0.865,-3.183,124.278
Big Daddy,When I Grow Up,Garbage,1999,데니스 듀간,"아담 샌들러, 조이 로렌 아담스, 레슬리 만",코미디,0.751,0.000817,0.578,0.834,-7.729,139.858
Big Daddy,Only Love Can Break Your Heart,Everlast,1999,데니스 듀간,"아담 샌들러, 조이 로렌 아담스, 레슬리 만",코미디,emt,emt,emt,emt,emt,emt
Blue Streak,Z,Jay,1999,레스 메이필드,마틴 로렌스,"코미디, 범죄, 액션",0.575,0.00357,0.77,0.828,-7.599,92.406
Blue Streak,Damn (Should've Treated U Right),So Plush,1999,레스 메이필드,마틴 로렌스,"코미디, 범죄, 액션",0.871,0.00383,0.794,0.743,-2.782,90.009
The Bone Collector,Final Confrontation,Craig Armstrong,1999,필립 노이스,"덴젤 워싱턴, 안젤리나 졸리","스릴러, 범죄",0.0365,0.384,0.0641,0.168,-16.872,73.422
The Bone Collector,Don't Give Up,Peter Gabirel & Kate Bush,1999,필립 노이스,"덴젤 워싱턴, 안젤리나 졸리","스릴러, 범죄",emt,emt,emt,emt,emt,emt
Boys Dont Cry,The Bluest Eyes In Texas,Nina Persson,1999,킴벌리 피어스,"힐러리 스웽크, 클로에 세비니, 피터 사스가드, 브렌단 섹스톤, 알리슨 폴란드, 알리샤 고랜슨, 맷 맥가그레스, 로브 캠벨",드라마,emt,emt,emt,emt,emt,emt
Bringing Out The Dead,T.B. Sheets,Van Morrison,1999,마틴 스콜세지,니콜라스 케이지,드라마,0.54,0.00955,0.644,0.364,-15.285,85.679
Brokedown Palace,Silence,Delerium,1999,조나단 카프란,"클레어 데인즈, 빌 풀만, 케이트 베킨세일",드라마,0.0871,0.00887,0.602,0.847,-5.998,138.037
Brokedown Palace,Party's Just Begun,Nelly Furtado,1999,조나단 카프란,"클레어 데인즈, 빌 풀만, 케이트 베킨세일",드라마,emt,emt,emt,emt,emt,emt
The Cider House Rules,Main Titles,Rachel Portman,1999,라세 할스트롬,"토비 맥과이어, 샤를리즈 테론, 델로이 린도",드라마,0.0659,0.981,0.142,0.112,-17.426,93.259
The Cider House Rules,End Credits,Rachel Portman,1999,라세 할스트롬,"토비 맥과이어, 샤를리즈 테론, 델로이 린도",드라마,0.037,0.96,0.141,0.0939,-19.175,141.4
Cruel Intentions,Bitter Sweet Symphony,The Verve,1999,로저 컴블,"라이언 필립, 사라 미셸 겔러, 리즈 위더스푼","드라마, 멜로/로맨스",0.518,0.0335,0.356,0.917,-6.006,171.176
Deep Blue Sea,Deepest Bluest,LL Cool J,1999,레니 할렌,"셰프론 버로우스, 토마스 제인, 엘엘 쿨 제이","공포, 스릴러, 액션, SF",emt,emt,emt,emt,emt,emt
Deep Blue Sea,El Paraiso Rico,Deetah,1999,레니 할렌,"셰프론 버로우스, 토마스 제인, 엘엘 쿨 제이","공포, 스릴러, 액션, SF",0.771,0.0697,0.757,0.861,-6.142,101.061
Detroit Rock City,The Boys Are Back In Town,Everclear,1999,아담 리프킨,"에드워드 펄롱, 쥬세페 앤드류스, 제임스 드벨로, 샘 헌팅톤","모험, 코미디",0.484,0.00105,0.508,0.979,-3.132,147.285
Dick,Dancing Queen,Sixpence None The Richer,1999,앤드류 플레밍,"커스틴 던스트, 미셸 윌리엄스, 댄 헤다야",코미디,0.641,0.0249,0.578,0.733,-7.44,107.705
Dogma,Still,Alanis Morissette,1999,케빈 스미스,"벤 애플렉, 조지 칼린, 맷 데이먼, 린다 피오렌티노, 셀마 헤이엑, 제이슨 리, 제이슨 미웨스, 케빈 스미스, 앨런 릭먼, 크리스 록",코미디,0.227,0.00066,0.439,0.838,-4.57,145.935
Edtv,Real Life,Bon Jovi,1999,론 하워드,"매튜 맥커너히, 제나 엘프만, 우디 해럴슨, 샐리 커클랜드, 마틴 랜도, 엘런 드제너러스, 로브 라이너, 데니스 호퍼, 엘리자베스 헐리",코미디,0.202,0.000224,0.507,0.846,-3.886,96.848
End Of Days,Oh My God,Guns N' Roses,1999,피터 하이암스,아놀드 슈왈제네거,"액션, 공포, 스릴러, 미스터리",0.316,0.0195,0.453,0.987,-4.485,123.544
Eyes Wide Shut,Waltz 2 From Jazz Suite,Royal Concertgebouw Orchestra,1999,스탠리 큐브릭,"톰 크루즈, 니콜 키드먼",드라마,0.377,0.974,0.178,0.221,-15.454,187.318
Eyes Wide Shut,When I Fall In Love,The Victor Silvester Orchestra,1999,스탠리 큐브릭,"톰 크루즈, 니콜 키드먼",드라마,emt,emt,emt,emt,emt,emt
Fight Club,Homework,Dust Brothers,1999,데이빗 핀처,"브래드 피트, 에드워드 노튼, 헬레나 본햄 카터","액션, 드라마",0.175,0.0188,0.668,0.73,-11.656,116.141
For Love Of The Game,The Fun Of Your Love,Jennifer Day,1999,샘 레이미,"케빈 코스트너, 켈리 프레스톤","드라마, 멜로/로맨스",0.707,0.358,0.64,0.753,-6.461,94.966
The Generals Daughter,O Fortuna,Slovak Radio Symphony Orchestra,1999,사이먼 웨스트,"존 트라볼타, 매들린 스토우","미스터리, 스릴러",emt,emt,emt,emt,emt,emt
Ghost Dog: The Way Of The Samurai,Tang Clan,Wu,1999,짐 자무쉬,"포레스트 휘태커, 존 토미, 클리프 고먼, 헨리 실바","액션, 범죄, 드라마",0.655,0.199,0.826,0.566,-10.747,99.131
"Girl, Interrupted",How To Fight Loneliness,Wilco,1999,제임스 맨골드,"위노나 라이더, 안젤리나 졸리",드라마,0.4,0.596,0.692,0.378,-12.671,123.658
Go,Steal My Sunshine,Len,1999,더그 라이만,"데스몬드 애스큐, 타이 딕스, 윌리암 피츠너, J.E. 프리맨, 케이티 홈즈, 제인 크라코스키, 브레킨 메이어, 제이 모어, 티모시 올리펀트, 사라 폴리, 스콧 울프",드라마,0.553,0.457,0.412,0.953,-8.103,191.718
Go,New,No Doubt,1999,더그 라이만,"데스몬드 애스큐, 타이 딕스, 윌리암 피츠너, J.E. 프리맨, 케이티 홈즈, 제인 크라코스키, 브레킨 메이어, 제이 모어, 티모시 올리펀트, 사라 폴리, 스콧 울프",드라마,0.261,0.126,0.51,0.798,-5.574,169.679
The Green Mile,The Green Mile,Thomas Newman,1999,프랭크 다라본트,"톰 행크스, 데이빗 모스, 보니 헌트, 마이클 클락 던칸, 제임스 크롬웰, 마이클 제터, 그레이엄 그린, 더그 허치슨, 샘 록웰, 배리 페퍼, 제프리 드먼, 패트리시아 클락슨, 해리 딘 스탠튼","범죄, 드라마, 판타지, 미스터리",0.0394,0.536,0.161,0.187,-20.702,109.229
In Too Deep,How To Rob,50 Cent,1999,마이클 라이머,"오마 엡스, LL 쿨 J, 니아 롱, 스탠리 투치, 힐 하퍼, 팜 그리어","범죄, 스릴러, 드라마",0.791,0.0575,0.774,0.676,-8.476,96.984
In Too Deep,In Too Deep,Nas & Nature,1999,마이클 라이머,"오마 엡스, LL 쿨 J, 니아 롱, 스탠리 투치, 힐 하퍼, 팜 그리어","범죄, 스릴러, 드라마",emt,emt,emt,emt,emt,emt
The Insider,Tempest,Lisa Gerrard & Pieter Bourke,1999,마이클 만,"알 파치노, 러셀 크로우","드라마, 스릴러",emt,emt,emt,emt,emt,emt
The Insider,Save From Harm,Massive Attack,1999,마이클 만,"알 파치노, 러셀 크로우","드라마, 스릴러",0.842,0.0438,0.677,0.83,-6.604,82.274
Kikujiro,Summer,Hisaishi Joe,1999,기타노 다케시,"기타노 다케시, 세키구치 유스케",코미디,0.146,0.939,0.358,0.202,-16.726,83.07
Liberty Heights,Liberty Heights,Andrea Morricone,1999,베리 레빈슨,"애드리안 브로디, 벤 포스터",미국,0.0385,0.903,0.249,0.123,-17.849,80.652
Life,Fortunate,Maxwell,1999,테드 데미,"에디 머피, 마틴 로렌스","코미디, 범죄, 드라마",0.377,0.0951,0.74,0.359,-8.309,126.15
Life,What Would You Do?,City High,1999,테드 데미,"에디 머피, 마틴 로렌스","코미디, 범죄, 드라마",0.833,0.244,0.738,0.776,-7.32,95.942
Light It Up,How Many Wanna,Ja Rule,1999,크레이그 볼로틴,"어셔, 포레스트 휘태커",드라마,0.42,0.0011,0.654,0.746,-3.271,152.687
Light It Up,Waiting In Vain,Jon B.,1999,크레이그 볼로틴,"어셔, 포레스트 휘태커",드라마,emt,emt,emt,emt,emt,emt
Magnolia,Wise Up,Amiee Mann,1999,폴 토마스 앤더슨,"제레미 블랙맨, 톰 크루즈, 멜린다 딜론, 에이프릴 그레이스, 루이스 구즈만, 필립 베이커 홀, 필립 세이모어 호프만, 리키 제이, 윌리암 H. 머시, 알프리드 몰리나, 줄리안 무어, 마이클 머피, 존 C. 라일리, 제이슨 로바즈, 멜로라 월터스",드라마,0.12,0.95,0.699,0.247,-13.542,125.983
Magnolia,Save Me,Amiee Mann,1999,폴 토마스 앤더슨,"제레미 블랙맨, 톰 크루즈, 멜린다 딜론, 에이프릴 그레이스, 루이스 구즈만, 필립 베이커 홀, 필립 세이모어 호프만, 리키 제이, 윌리암 H. 머시, 알프리드 몰리나, 줄리안 무어, 마이클 머피, 존 C. 라일리, 제이슨 로바즈, 멜로라 월터스",드라마,0.367,0.861,0.616,0.39,-15.968,104.669
Man On The Moon,The Great Beyond,R.E.M.,1999,밀로스 포먼,"짐 캐리, 대니 드비토","드라마, 코미디",0.177,0.125,0.329,0.747,-6.411,109.702
Man On The Moon,Man On The Moon,R.E.M.,1999,밀로스 포먼,"짐 캐리, 대니 드비토","드라마, 코미디",0.684,0.394,0.647,0.739,-6.345,118.575
The Matrix,Dragula (Hot Rod Herman Remix),Rob Zombie,1999,"앤디 워쇼스키, 라나 워쇼스키","키아누 리브스, 로렌스 피시번, 캐리 앤 모스","SF, 액션",emt,emt,emt,emt,emt,emt
The Matrix,Wake Up,Rage Against The Machine,1999,"앤디 워쇼스키, 라나 워쇼스키","키아누 리브스, 로렌스 피시번, 캐리 앤 모스","SF, 액션",0.513,0.00563,0.411,0.893,-3.646,170.407
The Matrix,Mindfields,Prodigy,1999,"앤디 워쇼스키, 라나 워쇼스키","키아누 리브스, 로렌스 피시번, 캐리 앤 모스","SF, 액션",0.405,0.00781,0.663,0.975,-7.191,120.04
Message In A Bottle,I Could Not Ask More,Edwin McCain,1999,루이스 만도키,"케빈 코스트너, 로빈 라이트","드라마, 멜로/로맨스",0.45,0.0975,0.507,0.71,-5.02,134.647
Message In A Bottle,One More Time,Laura Pausini,1999,루이스 만도키,"케빈 코스트너, 로빈 라이트","드라마, 멜로/로맨스",0.105,0.384,0.279,0.358,-7.701,143.421
The Messenger: The Story Of Joan Of Arc,My Heart Calling,Noa,1999,뤽 베송,"밀라 요보비치, 존 말코비치, 페이 더너웨이, 더스틴 호프만","액션, 전쟁, 드라마",0.173,0.213,0.337,0.559,-11.225,104.463
The Mod Squad,Party Is Goin' On Over Here,Busta Rhymes,1999,스코트 실버,"클레어 데인즈, 지오바니 리비시, 오마 엡스","액션, 범죄, 스릴러",0.899,0.0186,0.679,0.75,-3.303,67.617
The Mummy,The Sand Volcano,Jerry Goldsmith,1999,스티븐 소머즈,"브렌든 프레이저, 레이첼 와이즈, 존 한나, 아놀드 보슬로, 케빈 J. 오코너, 조나단 하이드","모험, 판타지, 액션, 공포, 스릴러, 코미디",0.0476,0.702,0.195,0.185,-17.91,131.883
Music Of The Heart,Music Of My Heart,Gloria Estefan & N Sync,1999,웨스 크레이븐,"메릴 스트립, 에이단 퀸, 글로리아 에스테판, 안젤라 바셋",드라마,0.393,0.404,0.269,0.536,-7.823,68.411
Music Of The Heart,Note,C,1999,웨스 크레이븐,"메릴 스트립, 에이단 퀸, 글로리아 에스테판, 안젤라 바셋",드라마,0.545,0.127,0.659,0.784,-4.413,78.001
Never Been Kissed,Erase/Rewind,Cardigans,1999,라자 고스넬,"드류 베리모어, 데이빗 아퀘트","코미디, 멜로/로맨스",0.585,0.000504,0.743,0.697,-6.079,103.642
Notting Hill,She,Elvis Costello,1999,로저 미첼,"줄리아 로버츠, 휴 그랜트","멜로/로맨스, 코미디",0.276,0.427,0.333,0.28,-12.87,130.876
Notting Hill,When You Say Nothing At All,Ronan Keating,1999,로저 미첼,"줄리아 로버츠, 휴 그랜트","멜로/로맨스, 코미디",0.418,0.161,0.461,0.448,-10.665,173.86
Notting Hill,I Do (Cherish You),98 Degrees,1999,로저 미첼,"줄리아 로버츠, 휴 그랜트","멜로/로맨스, 코미디",0.343,0.655,0.572,0.433,-9.392,80.999
The Other Sister,The Animal Song,Savage Garden,1999,게리 마샬,"줄리엣 루이스, 다이안 키튼, 톰 스커릿, 지오바니 리비시, 포피 몽고메리, 사라 폴슨","멜로/로맨스, 드라마, 코미디",0.834,0.0639,0.652,0.669,-7.663,116.088
Random Hearts,Random Hearts (Love Theme),Dave Grusin,1999,시드니 폴락,"해리슨 포드, 크리스틴 스콧 토마스","드라마, 멜로/로맨스",0.0448,0.495,0.296,0.273,-14.423,78.22
Random Hearts,The Folks Who Live On The Hill,Diana Krall,1999,시드니 폴락,"해리슨 포드, 크리스틴 스콧 토마스","드라마, 멜로/로맨스",0.153,0.937,0.476,0.0284,-18.241,69.159
Ride With The Devil,What's Simple Is True,Jewel,1999,이안,"토비 맥과이어, 스키트 울리치, 쥬얼, 제프리 라이트, 사이먼 베이커, 조나단 리스 마이어스, 제임스 카비젤, 톰 가이리, 톰 윌킨슨","전쟁, 서부, 액션",0.243,0.413,0.596,0.394,-9.376,135.229
Runaway Bride,I Love You,Martina McBride,1999,게리 마샬,"줄리아 로버츠, 리차드 기어","코미디, 멜로/로맨스",0.629,0.019,0.708,0.597,-5.411,106.706
Runaway Bride,Ready To Run,Dixie Chicks,1999,게리 마샬,"줄리아 로버츠, 리차드 기어","코미디, 멜로/로맨스",0.293,0.245,0.644,0.644,-7.542,98.746
Runaway Bride,You Sang To Me,Marc Anthony,1999,게리 마샬,"줄리아 로버츠, 리차드 기어","코미디, 멜로/로맨스",0.741,0.0103,0.578,0.894,-5.42,165.98
Star Wars Episode I: The Phantom Menace,Star Wars Main Title And The Arrival At Naboo,John Williams,1999,조지 루카스,"리암 니슨, 이완 맥그리거, 나탈리 포트만","SF, 액션",0.192,0.524,0.127,0.369,-13.852,79.541
Stigmata,Mary Mary (Stigmata Mix),Chumbawamba,1999,루퍼트 웨인라이트,"패트리샤 아퀘트, 가브리엘 번, 조나단 프라이스","미스터리, 스릴러, 공포, 판타지, 드라마",0.287,0.0156,0.541,0.751,-7.431,118.246
Stigmata,Identify,Natalie Imbruglia,1999,루퍼트 웨인라이트,"패트리샤 아퀘트, 가브리엘 번, 조나단 프라이스","미스터리, 스릴러, 공포, 판타지, 드라마",0.17,0.0554,0.378,0.708,-4.887,74.473
The Story Of Us,Get Lost,Eric Clapton,1999,롭 라이너,"브루스 윌리스, 미셸 파이퍼","드라마, 멜로/로맨스",0.622,0.861,0.794,0.388,-12.042,127.077
The Straight Story,Rose's Theme,Angelo Badalamenti,1999,데이빗 린치,"리차드 판스워스, 씨씨 스페이식","가족, 드라마",0.0397,0.936,0.203,0.0729,-21.609,119.021
Stuart Little,Home,Brian McKnight,1999,롭 민코프,"지나 데이비스, 휴 로리, 조나단 립니키","가족, 코미디, 판타지",0.146,0.405,0.601,0.239,-11.363,101.883
Sunshine,"Adam, The Fencing Champion",Maurice Jarre,1999,이스트반 자보,"랄프 파인즈, 로즈마리 해리스, 레이첼 와이즈, 제니퍼 엘","드라마, 멜로/로맨스",0.0347,0.942,0.0929,0.0249,-28.379,86.66
The Talented Mr. Ripley,Tu Vuo' Fa L'Americano,Matt Damon & Jude Law,1999,안소니 밍겔라,"맷 데이먼, 기네스 팰트로, 주드 로","범죄, 스릴러",emt,emt,emt,emt,emt,emt
The Talented Mr. Ripley,My Funny Valentine,Matt Damon,1999,안소니 밍겔라,"맷 데이먼, 기네스 팰트로, 주드 로","범죄, 스릴러",0.189,0.716,0.399,0.0488,-24.211,131.439
The Talented Mr. Ripley,Italia,Gabriel Yared,1999,안소니 밍겔라,"맷 데이먼, 기네스 팰트로, 주드 로","범죄, 스릴러",0.0646,0.747,0.204,0.0945,-19.871,66.479
Tarzan,You'll Be In My Heart,Phil Collins,1999,"케빈 리마, 크리스 벅","토니 골드윈, 미니 드라이버","애니메이션, 가족, 모험",0.614,0.0643,0.566,0.748,-6.549,96.586
Tarzan,Trashin' The Camp,Phil Collins,1999,"케빈 리마, 크리스 벅","토니 골드윈, 미니 드라이버","애니메이션, 가족, 모험",0.799,0.352,0.797,0.558,-10.449,99.033
The Thomas Crown Affair,Windmills Of Your Mind,Sting,1999,존 맥티어난,"피어스 브로스넌, 르네 루소, 데니스 리어리","드라마, 멜로/로맨스, 액션",0.135,0.967,0.398,0.232,-15.785,82.088
Toy Story 2,When She Loved Me,Sarah McLachlan,1999,존 라세터,"톰 행크스, 팀 알렌, 조안 쿠삭","애니메이션, 모험",0.235,0.984,0.386,0.175,-12.038,67.195
Toy Story 2,You've Got A Friend In Me (Wheezy's ver.),Robert Goulet,1999,존 라세터,"톰 행크스, 팀 알렌, 조안 쿠삭","애니메이션, 모험",0.729,0.363,0.583,0.501,-9.331,132.502
Varsity Blues,Nice Guys Finish Last,Green Day,1999,브라이언 로빈슨,"제임스 반 데 빅, 존 보이트, 폴 워커, 론 레스터, 리처드 라인백",드라마,0.777,3.27E-05,0.494,0.993,-2.919,93.972
Varsity Blues,Are You Ready For The Fallout,Fastball,1999,브라이언 로빈슨,"제임스 반 데 빅, 존 보이트, 폴 워커, 론 레스터, 리처드 라인백",드라마,0.892,0.0912,0.559,0.864,-7.211,128.215
Wild Wild West,Wild Wild West,Will Smith,1999,베리 소넨필드,"윌 스미스, 케빈 클라인, 셀마 헤이엑","서부, 액션, 모험, SF, 코미디",0.694,0.0983,0.861,0.597,-7.221,107.016
Wild Wild West,Bailamos,Enrique Iglesias,1999,베리 소넨필드,"윌 스미스, 케빈 클라인, 셀마 헤이엑","서부, 액션, 모험, SF, 코미디",0.567,0.0532,0.629,0.885,-4.508,99.881
The Wood,I Wanna Know,Joe,1999,릭 파미아,"타이 딕스, 오마 엡스, 리차드 T. 존스, 숀 넬슨","코미디, 드라마, 멜로/로맨스",0.599,0.26,0.725,0.487,-5.959,136.086
The World Is Not Enough,The World Is Not Enough,Garbage,1999,마이클 앱티드,피어스 브로스넌,"액션, 스릴러",0.417,0.0405,0.483,0.808,-6.047,86.044
Armageddon,I Don't Want To Miss A Thing,Aerosmith,1998,마이클 베이,"브루스 윌리스, 빌리 밥 손튼, 벤 애플렉, 리브 타일러","SF, 드라마, 멜로/로맨스, 액션, 스릴러",0.144,0.172,0.39,0.649,-5.163,121.16
The Avengers,Storm,Grace Jones,1998,제레미아 S. 체칙,"랄프 파인즈, 우마 서먼, 숀 코네리","SF, 액션",0.41,0.053,0.417,0.526,-11.605,93.953
The Avengers,The Avengers Theme,Marius De Vries,1998,제레미아 S. 체칙,"랄프 파인즈, 우마 서먼, 숀 코네리","SF, 액션",emt,emt,emt,emt,emt,emt
The Avengers,Solve My Problems Today,Ashtar Command,1998,제레미아 S. 체칙,"랄프 파인즈, 우마 서먼, 숀 코네리","SF, 액션",0.542,0.0116,0.567,0.797,-10.337,100.011
Baseketball,Take On Me,Reel Big Fish,1998,데이빗 주커,"트레이 파커, 맷 스톤",코미디,0.86,0.000323,0.471,0.893,-6.648,105.173
Belly,Grand Finale,"DMX, Method Man, Nas & Ja Rule",1998,하이프 윌리엄스,"나스, 디엠엑스, 타랄 힉스, 티온느 티-보즈 왓킨스, 메소드 맨, 타이린 터너","범죄, 드라마",emt,emt,emt,emt,emt,emt
The Big Lebowski,The Man In Me,Bob Dylan,1998,조엘 코엔,"제프 브리지스, 존 굿맨, 줄리안 무어, 스티브 부세미, 피터 스토메어, 데이빗 허들레스톤",코미디,0.905,0.532,0.419,0.517,-9.368,145.109
The Big Lebowski,My Mood Swings,Elvis Costello,1998,조엘 코엔,"제프 브리지스, 존 굿맨, 줄리안 무어, 스티브 부세미, 피터 스토메어, 데이빗 허들레스톤",코미디,0.832,0.121,0.651,0.553,-10.869,130.597
The Big Lebowski,Hotel California,Gipsy Kings,1998,조엘 코엔,"제프 브리지스, 존 굿맨, 줄리안 무어, 스티브 부세미, 피터 스토메어, 데이빗 허들레스톤",코미디,0.513,0.511,0.457,0.818,-9.072,102.12
Blade,1/2 & 1/2,Gang Starr,1998,스티븐 노링턴,"웨슬리 스나입스, 스티븐 도프","액션, 판타지",0.689,0.00105,0.585,0.846,-5.836,91.245
Blues Brothers 2000,Born In Chicago,Blues Cruize,1998,존 랜디스,"댄 애크로이드, 존 굿맨",미국,0.963,0.000662,0.595,0.574,-16.76,154.946
A Bugs Life,The Time Of Your Life,Randy Newman,1998,존 라세터,"데이브 폴리, 줄리아 루이스 드레이퍼스","애니메이션, 모험, 판타지, 코미디, 가족",0.576,0.652,0.621,0.476,-9.152,124.266
Bulworth,Ghetto Supastar,Pras,1998,워렌 비티,"숀 애스틴, 워렌 비티, 그레이엄 백켈, 할리 베리","코미디, 드라마, 멜로/로맨스",0.659,0.059,0.774,0.627,-9.413,98.399
Bulworth,Joints & Jam,Black Eyed Peas,1998,워렌 비티,"숀 애스틴, 워렌 비티, 그레이엄 백켈, 할리 베리","코미디, 드라마, 멜로/로맨스",0.689,0.0166,0.942,0.737,-7.21,106.923
Cant Hardly Wait,Can't Get Enough Of You Baby,Smash Mouth,1998,"해리 엘폰트, 데보라 캐플란","제니퍼 러브 휴잇, 에단 엠브리","멜로/로맨스, 코미디",0.83,0.0147,0.666,0.895,-4.667,123.716
Cant Hardly Wait,Graduate,Third Eye Blind,1998,"해리 엘폰트, 데보라 캐플란","제니퍼 러브 휴잇, 에단 엠브리","멜로/로맨스, 코미디",0.45,0.000904,0.498,0.913,-4.805,89.359
City Of Angels,Iris,Goo Goo Dolls,1998,브래드 실버링,"니콜라스 케이지, 멕 라이언, 데니스 프랜즈, 안드레 브라우퍼, 콜므 포어","멜로/로맨스, 판타지, 드라마",0.497,0.00125,0.315,0.715,-8.072,155.925
City Of Angels,Uninvited,Alanis Morissette,1998,브래드 실버링,"니콜라스 케이지, 멕 라이언, 데니스 프랜즈, 안드레 브라우퍼, 콜므 포어","멜로/로맨스, 판타지, 드라마",0.193,0.0223,0.38,0.538,-5.493,127.416
City Of Angels,Angel,Sarah McLachlan,1998,브래드 실버링,"니콜라스 케이지, 멕 라이언, 데니스 프랜즈, 안드레 브라우퍼, 콜므 포어","멜로/로맨스, 판타지, 드라마",0.125,0.949,0.532,0.0744,-16.092,117.131
